,Z,A,E,dE,f1,df1
1748,23,51,20.7,0.0,3.45e-07,0.0
1749,23,51,20.8,0.0,3.44e-07,0.0
1750,23,51,20.9,0.0,3.44e-07,0.0
1751,23,51,21.0,0.0,3.42e-07,0.0
1752,23,51,21.1,0.0,3.42e-07,0.0
1753,23,51,21.2,0.0,3.4e-07,0.0
1754,23,51,21.3,0.0,3.39e-07,0.0
1755,23,51,21.4,0.0,3.38e-07,0.0
1756,23,51,21.5,0.0,3.36e-07,0.0
1757,23,51,21.6,0.0,3.34e-07,0.0
1758,23,51,21.7,0.0,3.33e-07,0.0
1759,23,51,21.8,0.0,3.3e-07,0.0
1760,23,51,21.9,0.0,3.2799999999999997e-07,0.0
1761,23,51,22.0,0.0,3.24e-07,0.0
1762,23,51,22.1,0.0,3.2100000000000003e-07,0.0
1763,23,51,22.2,0.0,3.18e-07,0.0
1764,23,51,22.3,0.0,3.15e-07,0.0
1765,23,51,22.4,0.0,3.11e-07,0.0
1766,23,51,22.5,0.0,3.08e-07,0.0
1767,23,51,22.6,0.0,3.0399999999999997e-07,0.0
1768,23,51,22.7,0.0,3.01e-07,0.0
1769,23,51,22.8,0.0,2.9699999999999997e-07,0.0
1770,23,51,22.9,0.0,2.94e-07,0.0
1771,23,51,23.0,0.0,2.9e-07,0.0
1772,23,51,23.1,0.0,2.87e-07,0.0
1773,23,51,23.2,0.0,2.8300000000000003e-07,0.0
1774,23,51,23.3,0.0,2.8e-07,0.0
1775,23,51,23.4,0.0,2.77e-07,0.0
1776,23,51,23.5,0.0,2.74e-07,0.0
1777,23,51,23.6,0.0,2.7100000000000003e-07,0.0
1778,23,51,23.7,0.0,2.67e-07,0.0
1779,23,51,23.8,0.0,2.63e-07,0.0
1780,23,51,23.9,0.0,2.59e-07,0.0
1781,23,51,24.0,0.0,2.55e-07,0.0
1782,23,51,24.1,0.0,2.51e-07,0.0
1783,23,51,24.2,0.0,2.47e-07,0.0
1784,23,51,24.3,0.0,2.4399999999999996e-07,0.0
1785,23,51,24.4,0.0,2.41e-07,0.0
1786,23,51,24.5,0.0,2.3800000000000001e-07,0.0
1787,23,51,24.6,0.0,2.3600000000000002e-07,0.0
1788,23,51,24.7,0.0,2.3399999999999998e-07,0.0
1789,23,51,24.8,0.0,2.3199999999999999e-07,0.0
1790,23,51,24.9,0.0,2.2899999999999997e-07,0.0
1791,23,51,25.0,0.0,2.26e-07,0.0
1792,23,51,25.1,0.0,2.23e-07,0.0
1793,23,51,25.2,0.0,2.19e-07,0.0
1794,23,51,25.3,0.0,2.1399999999999998e-07,0.0
1795,23,51,25.4,0.0,2.0899999999999998e-07,0.0
1796,23,51,25.5,0.0,2.0399999999999997e-07,0.0
1797,23,51,25.6,0.0,1.99e-07,0.0
1798,24,52,12.7,0.0,3.41e-08,0.0
1799,24,52,13.0,0.0,4.4000000000000004e-08,0.0
1800,24,52,13.3,0.0,5.22e-08,0.0
1801,24,52,13.5,0.0,7.45e-08,0.0
1802,24,52,13.8,0.0,8.17e-08,0.0
1803,24,52,14.0,0.0,8.67e-08,0.0
1804,24,52,14.3,0.0,9.1e-08,0.0
1805,24,52,14.6,0.0,1.31e-07,0.0
1806,24,52,14.8,0.0,1.41e-07,0.0
1807,24,52,15.0,0.0,1.5e-07,0.0
1808,24,52,15.3,0.0,1.53e-07,0.0
1809,24,52,15.5,0.0,1.57e-07,0.0
1810,24,52,15.8,0.0,1.92e-07,0.0
1811,24,52,16.1,0.0,2.48e-07,0.0
1812,24,52,16.3,0.0,2.23e-07,0.0
1813,24,52,16.5,0.0,2.63e-07,0.0
1814,24,52,16.6,0.0,3.03e-07,0.0
1815,24,52,16.8,0.0,3.46e-07,0.0
1816,24,52,17.3,0.0,3.06e-07,0.0
1817,24,52,17.6,0.0,2.7600000000000004e-07,0.0
1818,24,52,17.9,0.0,3.6299999999999995e-07,0.0
1819,24,52,18.1,0.0,4.6e-07,0.0
1820,24,52,18.3,0.0,4.3100000000000003e-07,0.0
1821,24,52,18.5,0.0,3.56e-07,0.0
1822,24,52,18.8,0.0,2.58e-07,0.0
1823,24,52,19.0,0.0,3.7e-07,0.0
1824,24,52,19.2,0.0,3.98e-07,0.0
1825,24,52,19.5,0.0,3.38e-07,0.0
1826,24,52,19.8,0.0,2.8e-07,0.0
1827,24,52,20.0,0.0,3.38e-07,0.0
1828,24,52,20.2,0.0,3.82e-07,0.0
1829,24,52,20.6,0.0,3.2799999999999997e-07,0.0
1830,24,52,20.8,0.0,3.29e-07,0.0
1831,24,52,21.0,0.0,3.3e-07,0.0
1832,24,52,21.3,0.0,2.73e-07,0.0
1833,24,52,21.6,0.0,2.25e-07,0.0
1834,24,52,21.8,0.0,2.39e-07,0.0
1835,24,52,22.0,0.0,2.6e-07,0.0
1836,24,52,22.2,0.0,2.7e-07,0.0
1837,24,52,22.5,0.0,1.93e-07,0.0
1838,24,52,22.8,0.0,9.51e-08,0.0
1839,24,52,23.0,0.0,1.47e-07,0.0
1840,24,52,23.2,0.0,1.72e-07,0.0
1841,24,52,23.4,0.0,1.56e-07,0.0
1842,24,52,23.6,0.0,1.32e-07,0.0
1843,24,52,23.8,0.0,1.24e-07,0.0
1844,24,52,24.2,0.0,1.36e-07,0.0
1845,24,52,24.5,0.0,1.56e-07,0.0
1846,24,52,24.7,0.0,1.58e-07,0.0
1847,24,52,25.0,0.0,1.4599999999999998e-07,0.0
1848,24,52,25.4,0.0,1.4e-07,0.0
1849,24,52,25.7,0.0,1.45e-07,0.0
1850,24,52,25.9,0.0,1.51e-07,0.0
1851,24,52,26.0,0.0,1.53e-07,0.0
1852,24,52,26.2,0.0,1.5199999999999998e-07,0.0
1853,24,52,26.5,0.0,1.44e-07,0.0
1854,24,52,26.8,0.0,1.23e-07,0.0
1855,24,52,27.0,0.0,1.12e-07,0.0
1856,24,52,27.2,0.0,1.05e-07,0.0
1857,24,52,27.4,0.0,1.04e-07,0.0
1858,24,52,27.6,0.0,1.1e-07,0.0
1859,25,55,10.366,0.0,6.46e-08,1.05e-08
1860,25,55,10.488,0.0,5.47e-08,9.68e-09
1861,25,55,10.610999999999999,0.0,5.4e-08,8.909999999999998e-09
1862,25,55,10.734000000000002,0.0,4.27e-08,8e-09
1863,25,55,10.856,0.0,3.53e-08,7.190000000000001e-09
1864,25,55,10.979000000000001,0.0,5.59e-08,8.059999999999999e-09
1865,25,55,11.100999999999999,0.0,3.73e-08,5.7799999999999995e-09
1866,25,55,11.224,0.0,4.5700000000000006e-08,5.8e-09
1867,25,55,11.345999999999998,0.0,5.0999999999999993e-08,5.660000000000001e-09
1868,25,55,11.469000000000001,0.0,4.8099999999999994e-08,5.820000000000001e-09
1869,25,55,11.592,0.0,3.85e-08,5.4600000000000006e-09
1870,25,55,11.714,0.0,5.7999999999999997e-08,5.550000000000001e-09
1871,25,55,11.837,0.0,5.08e-08,5.13e-09
1872,25,55,11.959000000000001,0.0,5.9000000000000006e-08,5.37e-09
1873,25,55,12.082,0.0,5.1500000000000005e-08,4.88e-09
1874,25,55,12.204,0.0,6.48e-08,4.98e-09
1875,25,55,12.327,0.0,6.349999999999999e-08,4.86e-09
1876,25,55,12.449000000000002,0.0,6.27e-08,4.95e-09
1877,25,55,12.573,0.0,7.04e-08,4.76e-09
1878,25,55,12.696,0.0,7.24e-08,5.1200000000000005e-09
1879,25,55,12.818,0.0,8.119999999999999e-08,5.08e-09
1880,25,55,12.940999999999999,0.0,7.51e-08,4.76e-09
1881,25,55,13.062999999999999,0.0,8.369999999999999e-08,4.91e-09
1882,25,55,13.186,0.0,9.54e-08,5.13e-09
1883,25,55,13.308,0.0,1e-07,5.08e-09
1884,25,55,13.431,0.0,1e-07,4.970000000000001e-09
1885,25,55,13.554,0.0,1.08e-07,5.06e-09
1886,25,55,13.675999999999998,0.0,1.1699999999999999e-07,5.14e-09
1887,25,55,13.799000000000001,0.0,1.25e-07,5.2200000000000006e-09
1888,25,55,13.921,0.0,1.36e-07,5.23e-09
1889,25,55,14.044,0.0,1.28e-07,5.25e-09
1890,25,55,14.165999999999999,0.0,1.36e-07,4.78e-09
1891,25,55,14.289000000000001,0.0,1.41e-07,5.1e-09
1892,25,55,14.412,0.0,1.54e-07,5.18e-09
1893,25,55,14.534,0.0,1.62e-07,5.31e-09
1894,25,55,14.657,0.0,1.72e-07,5.3299999999999996e-09
1895,25,55,14.779000000000002,0.0,1.8e-07,5.520000000000001e-09
1896,25,55,14.902000000000001,0.0,1.9e-07,5.35e-09
1897,25,55,15.024000000000001,0.0,2.0600000000000002e-07,5.7700000000000005e-09
1898,25,55,15.147,0.0,2.07e-07,5.21e-09
1899,25,55,15.269,0.0,2.0399999999999997e-07,5.679999999999999e-09
1900,25,55,15.392000000000001,0.0,2.3399999999999998e-07,5.6399999999999995e-09
1901,25,55,15.515,0.0,2.37e-07,5.870000000000001e-09
1902,25,55,15.637,0.0,2.5e-07,5.820000000000001e-09
1903,25,55,15.76,0.0,2.62e-07,6.16e-09
1904,25,55,15.882,0.0,2.74e-07,1.05e-08
1905,25,55,16.128,0.0,2.86e-07,1.03e-08
1906,25,55,16.146,0.0,2.73e-07,1.86e-08
1907,25,55,16.288,0.0,3.09e-07,1.7e-08
1908,25,55,16.374000000000002,0.0,2.89e-07,9.48e-09
1909,25,55,16.409000000000002,0.0,3.13e-07,1.72e-08
1910,25,55,16.53,0.0,3.14e-07,1.72e-08
1911,25,55,16.864,0.0,3.2200000000000005e-07,9.41e-09
1912,25,55,16.872,0.0,3.0399999999999997e-07,1.65e-08
1913,25,55,17.109,0.0,3.2200000000000005e-07,1.6399999999999998e-08
1914,25,55,17.114,0.0,3.1e-07,1.6100000000000002e-08
1915,25,55,17.354,0.0,3.12e-07,9.25e-09
1916,25,55,17.355999999999998,0.0,2.98e-07,1.52e-08
1917,25,55,17.377,0.0,3.37e-07,2.0299999999999996e-08
1918,25,55,17.498,0.0,2.7100000000000003e-07,1.5e-08
1919,25,55,17.619,0.0,2.64e-07,1.4e-08
1920,25,55,17.74,0.0,2.55e-07,1.37e-08
1921,25,55,17.861,0.0,2.8e-07,1.35e-08
1922,25,55,17.982,0.0,2.45e-07,1.35e-08
1923,25,55,18.102999999999998,0.0,2.48e-07,1.3400000000000001e-08
1924,25,55,18.224,0.0,2.6e-07,1.33e-08
1925,25,55,18.345,0.0,2.61e-07,1.3400000000000001e-08
1926,25,55,18.465999999999998,0.0,2.7100000000000003e-07,1.32e-08
1927,25,55,18.708,0.0,2.85e-07,1.29e-08
1928,25,55,18.829,0.0,2.77e-07,1.25e-08
1929,25,55,18.95,0.0,2.66e-07,1.28e-08
1930,25,55,19.070999999999998,0.0,2.91e-07,1.3e-08
1931,25,55,19.192,0.0,3.14e-07,1.29e-08
1932,25,55,19.314,0.0,3.01e-07,1.28e-08
1933,25,55,19.435,0.0,2.95e-07,1.32e-08
1934,25,55,19.555999999999997,0.0,2.51e-07,1.23e-08
1935,25,55,19.677,0.0,2.66e-07,1.27e-08
1936,25,55,19.798,0.0,2.4399999999999996e-07,1.29e-08
1937,25,55,19.919,0.0,2.46e-07,1.28e-08
1938,25,55,20.04,0.0,2.57e-07,1.49e-08
1939,25,55,20.160999999999998,0.0,2.4399999999999996e-07,1.3600000000000001e-08
1940,25,55,20.282,0.0,2.39e-07,1.29e-08
1941,25,55,20.403,0.0,2.2699999999999998e-07,1.26e-08
1942,25,55,20.524,0.0,2.2699999999999998e-07,1.27e-08
1943,25,55,20.645,0.0,2.43e-07,1.31e-08
1944,25,55,20.766,0.0,2.1100000000000002e-07,1.16e-08
1945,25,55,20.886999999999997,0.0,2.1100000000000002e-07,1.25e-08
1946,25,55,21.008000000000003,0.0,2.1100000000000002e-07,1.3e-08
1947,25,55,21.129,0.0,2.17e-07,1.27e-08
1948,25,55,21.25,0.0,1.96e-07,1.25e-08
1949,25,55,21.371,0.0,1.85e-07,1.26e-08
1950,25,55,21.491999999999997,0.0,1.59e-07,1.22e-08
1951,25,55,21.613000000000003,0.0,1.8600000000000002e-07,1.31e-08
1952,25,55,21.734,0.0,1.8e-07,1.29e-08
1953,25,55,21.855,0.0,1.91e-07,1.33e-08
1954,25,55,21.976,0.0,1.95e-07,9.75e-09
1955,25,55,22.218000000000004,0.0,1.83e-07,1.35e-08
1956,25,55,22.46,0.0,1.75e-07,1.4299999999999999e-08
1957,25,55,22.703000000000003,0.0,1.6100000000000003e-07,1.46e-08
1958,25,55,22.945,0.0,2.03e-07,1.4499999999999999e-08
1959,25,55,23.186999999999998,0.0,1.8100000000000002e-07,1.47e-08
1960,25,55,23.429000000000002,0.0,1.66e-07,1.4499999999999999e-08
1961,25,55,23.671,0.0,1.66e-07,1.4499999999999999e-08
1962,25,55,23.913,0.0,1.93e-07,1.56e-08
1963,25,55,24.155,0.0,1.97e-07,1.51e-08
1964,25,55,24.397,0.0,1.55e-07,1.49e-08
1965,25,55,24.639,0.0,1.57e-07,1.52e-08
1966,25,55,24.881,0.0,1.51e-07,1.48e-08
1967,25,55,25.123,0.0,1.3e-07,1.49e-08
1968,25,55,25.365,0.0,1.31e-07,1.4299999999999999e-08
1969,25,55,25.607,0.0,1.13e-07,1.4299999999999999e-08
1970,25,55,25.849,0.0,1.08e-07,1.44e-08
1971,25,55,26.090999999999998,0.0,8.14e-08,1.44e-08
1972,25,55,26.334,0.0,6.65e-08,1.38e-08
1973,25,55,26.576,0.0,1.1699999999999999e-07,1.3899999999999999e-08
1974,25,55,26.818,0.0,6.11e-08,1.4299999999999999e-08
1975,25,55,27.06,0.0,6.19e-08,1.46e-08
1976,25,55,27.302,0.0,6.32e-08,1.46e-08
1977,25,55,27.544,0.0,6.3e-08,1.4499999999999999e-08
1978,25,55,27.785999999999998,0.0,7.68e-08,1.31e-08
1979,25,55,28.028000000000002,0.0,6.19e-08,1.31e-08
1980,25,55,28.27,0.0,6.259999999999999e-08,1.27e-08
1981,25,55,28.511999999999997,0.0,6.84e-08,1.35e-08
1982,25,55,28.754,0.0,6.55e-08,1.3e-08
1983,25,55,28.996,0.0,5.03e-08,1.25e-08
1984,25,55,29.238000000000003,0.0,4.66e-08,8.45e-09
1985,26,54,15.0,0.0,1.7899999999999997e-07,1.58e-08
1986,26,54,15.5,0.0,2.45e-07,2.29e-08
1987,26,54,16.0,0.0,2.67e-07,2.67e-08
1988,26,54,16.5,0.0,3.2100000000000003e-07,2.88e-08
1989,26,54,17.0,0.0,4.46e-07,4.1900000000000005e-08
1990,26,54,17.5,0.0,5.35e-07,4.7599999999999996e-08
1991,26,54,18.0,0.0,6.36e-07,4.63e-08
1992,26,54,18.5,0.0,6e-07,4.5e-08
1993,26,54,19.0,0.0,6.25e-07,4.5e-08
1994,26,54,19.5,0.0,6.58e-07,5.6e-08
1995,26,54,20.0,0.0,6.420000000000001e-07,5.68e-08
1996,26,54,20.5,0.0,5.54e-07,4.61e-08
1997,26,54,21.0,0.0,4.6299999999999995e-07,4.07e-08
1998,26,54,21.5,0.0,3.64e-07,3.31e-08
1999,26,54,22.0,0.0,3.08e-07,2.48e-08
2000,26,54,22.5,0.0,2.87e-07,2.32e-08
2001,26,54,23.0,0.0,2.4e-07,2.2599999999999997e-08
2002,27,59,11.4,0.0,6.4e-08,3.58e-09
2003,27,59,11.92,0.0,7.47e-08,3.5700000000000003e-09
2004,27,59,12.37,0.0,8.81e-08,3.86e-09
2005,27,59,12.88,0.0,9.939999999999999e-08,4.31e-09
2006,27,59,13.35,0.0,1.15e-07,5.390000000000001e-09
2007,27,59,13.87,0.0,1.4599999999999998e-07,6.25e-09
2008,27,59,14.35,0.0,1.82e-07,7.56e-09
2009,27,59,14.85,0.0,2.2699999999999998e-07,8.640000000000002e-09
2010,27,59,15.35,0.0,2.85e-07,1.07e-08
2011,27,59,15.81,0.0,3.43e-07,1.26e-08
2012,27,59,16.04,0.0,3.6799999999999996e-07,1.3e-08
2013,27,59,16.33,0.0,3.95e-07,1.37e-08
2014,27,59,16.56,0.0,4.1299999999999995e-07,1.46e-08
2015,27,59,16.8,0.0,4.24e-07,1.54e-08
2016,27,59,17.05,0.0,4.3e-07,1.57e-08
2017,27,59,17.29,0.0,4.3100000000000003e-07,1.58e-08
2018,27,59,17.53,0.0,4.2700000000000005e-07,1.6e-08
2019,27,59,17.78,0.0,4.19e-07,1.6e-08
2020,27,59,18.03,0.0,4.0799999999999995e-07,1.56e-08
2021,27,59,18.27,0.0,3.98e-07,1.53e-08
2022,27,59,18.53,0.0,3.84e-07,1.54e-08
2023,27,59,18.78,0.0,3.7e-07,1.76e-08
2024,27,59,18.98,0.0,3.55e-07,2.0299999999999996e-08
2025,27,59,19.24,0.0,3.41e-07,2.41e-08
2026,27,59,19.75,0.0,3.16e-07,2.49e-08
2027,27,59,20.22,0.0,2.87e-07,2.2000000000000002e-08
2028,27,59,20.7,0.0,2.5399999999999997e-07,1.89e-08
2029,27,59,21.23,0.0,2.19e-07,1.49e-08
2030,27,59,21.72,0.0,1.91e-07,1.29e-08
2031,27,59,22.21,0.0,1.7e-07,1.18e-08
2032,27,59,22.71,0.0,1.5199999999999998e-07,1e-08
2033,27,59,23.15,0.0,1.3900000000000001e-07,9.63e-09
2034,27,59,23.66,0.0,1.26e-07,9.09e-09
2035,27,59,24.17,0.0,1.14e-07,7.609999999999998e-09
2036,27,59,24.62,0.0,1.05e-07,6.34e-09
2037,27,59,25.14,0.0,9.44e-08,6.07e-09
2038,27,59,25.61,0.0,8.58e-08,5.689999999999999e-09
2039,27,59,26.08,0.0,7.91e-08,5.06e-09
2040,27,59,26.61,0.0,7.24e-08,4.34e-09
2041,27,59,27.09,0.0,6.719999999999999e-08,3.71e-09
2042,28,60,11.51,0.0,3.34e-08,1.31e-09
2043,28,60,12.0,0.0,7.93e-08,2.8300000000000004e-09
2044,28,60,12.49,0.0,8.890000000000001e-08,4.0600000000000005e-09
2045,28,60,13.0,0.0,9.6e-08,4.3700000000000004e-09
2046,28,60,13.51,0.0,1.0099999999999999e-07,4.74e-09
2047,28,60,14.0,0.0,1.33e-07,5.989999999999999e-09
2048,28,60,14.49,0.0,1.67e-07,7.58e-09
2049,28,60,15.03,0.0,2.01e-07,9.08e-09
2050,28,60,15.5,0.0,2.67e-07,1.22e-08
2051,28,60,16.02,0.0,3.25e-07,1.4499999999999999e-08
2052,28,60,16.5,0.0,3.93e-07,1.74e-08
2053,28,60,16.94,0.0,3.94e-07,1.76e-08
2054,28,60,17.5,0.0,3.44e-07,1.56e-08
2055,28,60,18.02,0.0,3.24e-07,1.47e-08
2056,28,60,18.51,0.0,3.2799999999999997e-07,1.48e-08
2057,28,60,19.01,0.0,2.63e-07,1.1899999999999999e-08
2058,28,60,19.48,0.0,2.3399999999999998e-07,1.07e-08
2059,28,60,20.0,0.0,1.99e-07,8.88e-09
2060,28,58,12.49,0.0,3.4500000000000005e-08,1.18e-09
2061,28,58,13.0,0.0,4.1399999999999994e-08,1.7300000000000002e-09
2062,28,58,13.51,0.0,4.4800000000000004e-08,2.02e-09
2063,28,58,14.0,0.0,5.31e-08,2.39e-09
2064,28,58,14.49,0.0,6.78e-08,3.0599999999999998e-09
2065,28,58,15.03,0.0,6.15e-08,2.98e-09
2066,28,58,15.5,0.0,7.690000000000001e-08,3.7200000000000004e-09
2067,28,58,16.02,0.0,9.86e-08,4.4799999999999994e-09
2068,28,58,16.5,0.0,1.23e-07,5.5000000000000004e-09
2069,28,58,16.94,0.0,1.34e-07,6.08e-09
2070,28,58,17.5,0.0,1.2699999999999999e-07,5.91e-09
2071,28,58,18.02,0.0,1.0900000000000001e-07,5.1200000000000005e-09
2072,28,58,18.51,0.0,1.14e-07,5.13e-09
2073,28,58,19.01,0.0,1.1800000000000001e-07,5.35e-09
2074,28,58,19.48,0.0,9.939999999999999e-08,4.66e-09
2075,28,58,20.0,0.0,8.6e-08,4.020000000000001e-09
2076,28,58,20.99,0.0,7.59e-08,3.4899999999999997e-09
2077,28,58,22.01,0.0,6.84e-08,3.12e-09
2078,28,58,12.5,0.0,2.7799999999999997e-08,0.0
2079,28,58,12.7,0.0,4.0999999999999997e-08,0.0
2080,28,58,13.0,0.0,6e-08,0.0
2081,28,58,13.2,0.0,7.23e-08,0.0
2082,28,58,13.4,0.0,9.06e-08,0.0
2083,28,58,13.7,0.0,1.08e-07,0.0
2084,28,58,14.0,0.0,8.67e-08,0.0
2085,28,58,14.4,0.0,1.2e-07,0.0
2086,28,58,14.6,0.0,1.43e-07,0.0
2087,28,58,14.8,0.0,1.6399999999999999e-07,0.0
2088,28,58,15.0,0.0,1.68e-07,0.0
2089,28,58,15.4,0.0,1.69e-07,0.0
2090,28,58,15.6,0.0,1.78e-07,0.0
2091,28,58,15.8,0.0,1.98e-07,0.0
2092,28,58,16.0,0.0,2.39e-07,0.0
2093,28,58,16.2,0.0,2.84e-07,0.0
2094,28,58,16.5,0.0,3.6799999999999996e-07,0.0
2095,28,58,16.8,0.0,4.0799999999999995e-07,0.0
2096,28,58,17.0,0.0,3.7200000000000005e-07,0.0
2097,28,58,17.2,0.0,3.43e-07,0.0
2098,28,58,17.4,0.0,3.29e-07,0.0
2099,28,58,17.7,0.0,3.43e-07,0.0
2100,28,58,18.0,0.0,4.34e-07,0.0
2101,28,58,18.2,0.0,4.53e-07,0.0
2102,28,58,18.6,0.0,4.2e-07,0.0
2103,28,58,18.8,0.0,3.92e-07,0.0
2104,28,58,19.0,0.0,3.83e-07,0.0
2105,28,58,19.2,0.0,3.7e-07,0.0
2106,28,58,19.4,0.0,3.13e-07,0.0
2107,28,58,19.7,0.0,2.91e-07,0.0
2108,28,58,20.0,0.0,3.0399999999999997e-07,0.0
2109,28,58,20.2,0.0,3.01e-07,0.0
2110,28,58,20.5,0.0,2.88e-07,0.0
2111,28,58,20.8,0.0,2.9199999999999997e-07,0.0
2112,28,58,21.1,0.0,2.88e-07,0.0
2113,28,58,21.3,0.0,2.57e-07,0.0
2114,28,58,21.5,0.0,2.4199999999999997e-07,0.0
2115,28,58,21.7,0.0,2.4399999999999996e-07,0.0
2116,28,58,22.0,0.0,2.4399999999999996e-07,0.0
2117,28,58,22.2,0.0,2.3399999999999998e-07,0.0
2118,28,58,22.5,0.0,1.85e-07,0.0
2119,28,58,22.8,0.0,2.1300000000000001e-07,0.0
2120,28,58,23.0,0.0,2.45e-07,0.0
2121,28,58,23.2,0.0,2.77e-07,0.0
2122,28,58,23.4,0.0,2.7800000000000003e-07,0.0
2123,28,58,23.7,0.0,2.56e-07,0.0
2124,28,58,24.0,0.0,2.1e-07,0.0
2125,28,58,24.2,0.0,2.0399999999999997e-07,0.0
2126,28,58,24.4,0.0,2.1300000000000001e-07,0.0
2127,28,58,24.8,0.0,2.17e-07,0.0
2128,28,58,25.0,0.0,2.26e-07,0.0
2129,28,58,25.2,0.0,2.3100000000000002e-07,0.0
2130,28,58,25.4,0.0,2.05e-07,0.0
2131,28,58,25.6,0.0,1.69e-07,0.0
2132,28,58,26.0,0.0,1.4e-07,0.0
2133,28,58,26.2,0.0,1.4599999999999998e-07,0.0
2134,28,58,26.4,0.0,1.58e-07,0.0
2135,28,58,26.7,0.0,1.3e-07,0.0
2136,28,64,9.74,0.0,3.96e-08,1.4199999999999999e-09
2137,28,64,10.01,0.0,6.89e-08,2.39e-09
2138,28,64,10.25,0.0,6.97e-08,3.15e-09
2139,28,64,10.49,0.0,9.95e-08,4.43e-09
2140,28,64,10.76,0.0,8.36e-08,3.74e-09
2141,28,64,11.01,0.0,7.12e-08,3.3899999999999997e-09
2142,28,64,11.26,0.0,8.060000000000001e-08,3.88e-09
2143,28,64,11.51,0.0,9.23e-08,4.7e-09
2144,28,64,12.0,0.0,9.429999999999999e-08,4.3e-09
2145,28,64,12.49,0.0,1.1699999999999999e-07,5.7799999999999995e-09
2146,28,64,13.0,0.0,1.58e-07,7.48e-09
2147,28,64,13.51,0.0,1.85e-07,8.56e-09
2148,28,64,14.0,0.0,2.24e-07,1.02e-08
2149,28,64,14.49,0.0,2.77e-07,1.27e-08
2150,28,64,15.03,0.0,3.37e-07,1.52e-08
2151,28,64,15.5,0.0,3.7799999999999997e-07,1.71e-08
2152,28,64,16.02,0.0,4.47e-07,2e-08
2153,28,61,8.5,0.0,3.11e-08,1.87e-09
2154,28,61,8.75,0.0,4.4900000000000005e-08,2.2899999999999997e-09
2155,28,61,9.0,0.0,4.75e-08,2.7300000000000003e-09
2156,28,61,9.25,0.0,4.59e-08,2.67e-09
2157,28,61,9.51,0.0,4.18e-08,2.59e-09
2158,28,61,9.74,0.0,5.32e-08,3.1e-09
2159,28,61,10.01,0.0,5.1299999999999996e-08,3.18e-09
2160,28,61,10.25,0.0,5.2699999999999995e-08,3.3100000000000004e-09
2161,28,61,10.49,0.0,5.5800000000000003e-08,2.99e-09
2162,28,61,10.76,0.0,5.28e-08,2.49e-09
2163,28,61,11.01,0.0,6.01e-08,3.27e-09
2164,28,61,11.26,0.0,5.0599999999999996e-08,2.7300000000000003e-09
2165,28,61,11.51,0.0,5.7199999999999996e-08,2.9e-09
2166,28,61,12.0,0.0,6.96e-08,3.2299999999999994e-09
2167,28,61,12.49,0.0,9.13e-08,4.3e-09
2168,28,61,13.0,0.0,1.1599999999999999e-07,5.560000000000001e-09
2169,28,61,13.51,0.0,1.2699999999999999e-07,5.820000000000001e-09
2170,28,61,14.0,0.0,1.5199999999999998e-07,6.9e-09
2171,28,61,14.49,0.0,1.94e-07,8.71e-09
2172,28,61,15.03,0.0,2.4e-07,1.08e-08
2173,28,61,15.5,0.0,2.9e-07,1.32e-08
2174,28,61,16.02,0.0,3.48e-07,1.57e-08
2175,28,61,16.5,0.0,3.74e-07,1.67e-08
2176,28,61,16.94,0.0,4.01e-07,1.79e-08
2177,28,61,17.5,0.0,4.11e-07,1.85e-08
2178,28,61,18.02,0.0,3.97e-07,1.82e-08
2179,28,61,18.51,0.0,3.47e-07,1.6399999999999998e-08
2180,28,61,19.01,0.0,3.0399999999999997e-07,1.4299999999999999e-08
2181,29,65,10.26,0.0,5.75e-08,1.69e-08
2182,29,65,10.56,0.0,8.789999999999999e-08,2.0499999999999998e-08
2183,29,65,10.87,0.0,5.59e-08,2.3100000000000002e-08
2184,29,65,11.18,0.0,9e-08,3.34e-08
2185,29,65,11.49,0.0,1.14e-07,3.55e-08
2186,29,65,11.79,0.0,1.62e-07,3.24e-08
2187,29,65,12.1,0.0,1.48e-07,3.15e-08
2188,29,65,12.41,0.0,1.36e-07,2.73e-08
2189,29,65,12.71,0.0,1.6100000000000003e-07,3.07e-08
2190,29,65,13.02,0.0,1.94e-07,3.46e-08
2191,29,65,13.33,0.0,2.0600000000000002e-07,3.58e-08
2192,29,65,13.64,0.0,2.25e-07,3.69e-08
2193,29,65,13.94,0.0,2.45e-07,3.98e-08
2194,29,65,14.25,0.0,2.7600000000000004e-07,4.38e-08
2195,29,65,14.56,0.0,2.9699999999999997e-07,4.53e-08
2196,29,65,14.87,0.0,3.37e-07,5.1299999999999996e-08
2197,29,65,15.17,0.0,3.65e-07,5.6e-08
2198,29,65,15.48,0.0,3.7799999999999997e-07,5.7699999999999994e-08
2199,29,65,15.79,0.0,3.83e-07,5.55e-08
2200,29,65,16.1,0.0,3.88e-07,5.71e-08
2201,29,65,16.25,0.0,3.92e-07,5.76e-08
2202,29,65,16.4,0.0,3.98e-07,5.8200000000000005e-08
2203,29,65,16.56,0.0,3.9e-07,5.6600000000000004e-08
2204,29,65,16.71,0.0,4.02e-07,5.81e-08
2205,29,65,16.86,0.0,3.88e-07,5.6600000000000004e-08
2206,29,65,17.02,0.0,3.92e-07,5.71e-08
2207,29,65,17.17,0.0,3.7700000000000005e-07,5.5599999999999995e-08
2208,29,65,17.32,0.0,3.7700000000000005e-07,5.5599999999999995e-08
