Z;A;E;dE;f1;df1
25;55;12.818;0.0;8.119999999999999e-08;5.08e-09
25;55;12.940999999999999;0.0;7.51e-08;4.76e-09
25;55;13.062999999999999;0.0;8.369999999999999e-08;4.91e-09
25;55;13.186;0.0;9.54e-08;5.13e-09
25;55;13.308;0.0;1E-07;5.08e-09
25;55;13.431;0.0;1E-07;4.970000000000001e-09
25;55;13.554;0.0;1.08e-07;5.06e-09
25;55;13.675999999999998;0.0;1.1699999999999999e-07;5.14e-09
25;55;13.799000000000001;0.0;1.25e-07;5.2200000000000006e-09
25;55;13.921;0.0;1.36e-07;5.23e-09
25;55;14.044;0.0;1.28e-07;5.25e-09
25;55;14.165999999999999;0.0;1.36e-07;4.78e-09
25;55;14.289000000000001;0.0;1.41e-07;5.1e-09
25;55;14.412;0.0;1.54e-07;5.18e-09
25;55;14.534;0.0;1.62e-07;5.31e-09
25;55;14.657;0.0;1.72e-07;5.3299999999999996e-09
25;55;14.779000000000002;0.0;1.8e-07;5.520000000000001e-09
25;55;14.902000000000001;0.0;1.9e-07;5.35e-09
25;55;15.024000000000001;0.0;2.0600000000000002e-07;5.7700000000000005e-09
25;55;15.147;0.0;2.07e-07;5.21e-09
25;55;15.269;0.0;2.0399999999999997e-07;5.679999999999999e-09
25;55;15.392000000000001;0.0;2.3399999999999998e-07;5.6399999999999995e-09
25;55;15.515;0.0;2.37e-07;5.870000000000001e-09
25;55;15.637;0.0;2.5e-07;5.820000000000001e-09
25;55;15.76;0.0;2.62e-07;6.16e-09
25;55;15.882;0.0;2.74e-07;1.05e-08
25;55;16.128;0.0;2.86e-07;1.03e-08
25;55;16.146;0.0;2.73e-07;1.86e-08
25;55;16.288;0.0;3.09e-07;1.7e-08
25;55;16.374000000000002;0.0;2.89e-07;9.48e-09
25;55;16.409000000000002;0.0;3.13e-07;1.72e-08
25;55;16.53;0.0;3.14e-07;1.72e-08
25;55;16.864;0.0;3.2200000000000005e-07;9.41e-09
25;55;16.872;0.0;3.0399999999999997e-07;1.65e-08
25;55;17.109;0.0;3.2200000000000005e-07;1.6399999999999998e-08
25;55;17.114;0.0;3.1e-07;1.6100000000000002e-08
25;55;17.354;0.0;3.12e-07;9.25e-09
25;55;17.355999999999998;0.0;2.98e-07;1.52e-08
25;55;17.377;0.0;3.37e-07;2.0299999999999996e-08
25;55;17.498;0.0;2.7100000000000003e-07;1.5e-08
25;55;17.619;0.0;2.64e-07;1.4e-08
25;55;17.74;0.0;2.55e-07;1.37e-08
25;55;17.861;0.0;2.8e-07;1.35e-08
25;55;17.982;0.0;2.45e-07;1.35e-08
25;55;18.102999999999998;0.0;2.48e-07;1.3400000000000001e-08
25;55;18.224;0.0;2.6e-07;1.33e-08
25;55;18.345;0.0;2.61e-07;1.3400000000000001e-08
25;55;18.465999999999998;0.0;2.7100000000000003e-07;1.32e-08
25;55;18.708;0.0;2.85e-07;1.29e-08
25;55;18.829;0.0;2.77e-07;1.25e-08
25;55;18.95;0.0;2.66e-07;1.28e-08
25;55;19.070999999999998;0.0;2.91e-07;1.3e-08
25;55;19.192;0.0;3.14e-07;1.29e-08
25;55;19.314;0.0;3.01e-07;1.28e-08
25;55;19.435;0.0;2.95e-07;1.32e-08
25;55;19.555999999999997;0.0;2.51e-07;1.23e-08
25;55;19.677;0.0;2.66e-07;1.27e-08
25;55;19.798;0.0;2.4399999999999996e-07;1.29e-08
25;55;19.919;0.0;2.46e-07;1.28e-08
25;55;20.04;0.0;2.57e-07;1.49e-08
25;55;20.160999999999998;0.0;2.4399999999999996e-07;1.3600000000000001e-08
25;55;20.282;0.0;2.39e-07;1.29e-08
25;55;20.403;0.0;2.2699999999999998e-07;1.26e-08
25;55;20.524;0.0;2.2699999999999998e-07;1.27e-08
25;55;20.645;0.0;2.43e-07;1.31e-08
25;55;20.766;0.0;2.1100000000000002e-07;1.16e-08
25;55;20.886999999999997;0.0;2.1100000000000002e-07;1.25e-08
25;55;21.008000000000003;0.0;2.1100000000000002e-07;1.3e-08
25;55;21.129;0.0;2.17e-07;1.27e-08
25;55;21.25;0.0;1.96e-07;1.25e-08
25;55;21.371;0.0;1.85e-07;1.26e-08
25;55;21.491999999999997;0.0;1.59e-07;1.22e-08
25;55;21.613000000000003;0.0;1.8600000000000002e-07;1.31e-08
25;55;21.734;0.0;1.8e-07;1.29e-08
25;55;21.855;0.0;1.91e-07;1.33e-08
25;55;21.976;0.0;1.95e-07;9.75e-09
25;55;22.218000000000004;0.0;1.83e-07;1.35e-08
25;55;22.46;0.0;1.75e-07;1.4299999999999999e-08
25;55;22.703000000000003;0.0;1.6100000000000003e-07;1.46e-08
25;55;22.945;0.0;2.03e-07;1.4499999999999999e-08
25;55;23.186999999999998;0.0;1.8100000000000002e-07;1.47e-08
25;55;23.429000000000002;0.0;1.66e-07;1.4499999999999999e-08
25;55;23.671;0.0;1.66e-07;1.4499999999999999e-08
25;55;23.913;0.0;1.93e-07;1.56e-08
25;55;24.155;0.0;1.97e-07;1.51e-08
25;55;24.397;0.0;1.55e-07;1.49e-08
25;55;24.639;0.0;1.57e-07;1.52e-08
25;55;24.881;0.0;1.51e-07;1.48e-08
25;55;25.123;0.0;1.3e-07;1.49e-08
25;55;25.365;0.0;1.31e-07;1.4299999999999999e-08
25;55;25.607;0.0;1.13e-07;1.4299999999999999e-08
25;55;25.849;0.0;1.08e-07;1.44e-08
25;55;26.090999999999998;0.0;8.14e-08;1.44e-08
25;55;26.334;0.0;6.65e-08;1.38e-08
25;55;26.576;0.0;1.1699999999999999e-07;1.3899999999999999e-08
25;55;26.818;0.0;6.11e-08;1.4299999999999999e-08
25;55;27.06;0.0;6.19e-08;1.46e-08
25;55;27.302;0.0;6.32e-08;1.46e-08
25;55;27.544;0.0;6.3e-08;1.4499999999999999e-08
25;55;27.785999999999998;0.0;7.68e-08;1.31e-08
25;55;28.028000000000002;0.0;6.19e-08;1.31e-08
25;55;28.27;0.0;6.259999999999999e-08;1.27e-08
25;55;28.511999999999997;0.0;6.84e-08;1.35e-08
25;55;28.754;0.0;6.55e-08;1.3e-08
25;55;28.996;0.0;5.03e-08;1.25e-08
25;55;29.238000000000003;0.0;4.66e-08;8.45e-09
26;54;15.0;0.0;1.7899999999999997e-07;1.58e-08
26;54;15.5;0.0;2.45e-07;2.29e-08
26;54;16.0;0.0;2.67e-07;2.67e-08
26;54;16.5;0.0;3.2100000000000003e-07;2.88e-08
26;54;17.0;0.0;4.46e-07;4.1900000000000005e-08
26;54;17.5;0.0;5.35e-07;4.7599999999999996e-08
26;54;18.0;0.0;6.36e-07;4.63e-08
26;54;18.5;0.0;6E-07;4.5e-08
26;54;19.0;0.0;6.25e-07;4.5e-08
26;54;19.5;0.0;6.58e-07;5.6e-08
26;54;20.0;0.0;6.420000000000001e-07;5.68e-08
26;54;20.5;0.0;5.54e-07;4.61e-08
26;54;21.0;0.0;4.6299999999999995e-07;4.07e-08
26;54;21.5;0.0;3.64e-07;3.31e-08
26;54;22.0;0.0;3.08e-07;2.48e-08
26;54;22.5;0.0;2.87e-07;2.32e-08
26;54;23.0;0.0;2.4e-07;2.2599999999999997e-08
27;59;11.4;0.0;6.4e-08;3.58e-09
27;59;11.92;0.0;7.47e-08;3.5700000000000003e-09
27;59;12.37;0.0;8.81e-08;3.86e-09
27;59;12.88;0.0;9.939999999999999e-08;4.31e-09
27;59;13.35;0.0;1.15e-07;5.390000000000001e-09
27;59;13.87;0.0;1.4599999999999998e-07;6.25e-09
27;59;14.35;0.0;1.82e-07;7.56e-09
27;59;14.85;0.0;2.2699999999999998e-07;8.640000000000002e-09
27;59;15.35;0.0;2.85e-07;1.07e-08
27;59;15.81;0.0;3.43e-07;1.26e-08
27;59;16.04;0.0;3.6799999999999996e-07;1.3e-08
27;59;16.33;0.0;3.95e-07;1.37e-08
27;59;16.56;0.0;4.1299999999999995e-07;1.46e-08
27;59;16.8;0.0;4.24e-07;1.54e-08
27;59;17.05;0.0;4.3e-07;1.57e-08
27;59;17.29;0.0;4.3100000000000003e-07;1.58e-08
27;59;17.53;0.0;4.2700000000000005e-07;1.6e-08
27;59;17.78;0.0;4.19e-07;1.6e-08
27;59;18.03;0.0;4.0799999999999995e-07;1.56e-08
27;59;18.27;0.0;3.98e-07;1.53e-08
27;59;18.53;0.0;3.84e-07;1.54e-08
27;59;18.78;0.0;3.7e-07;1.76e-08
27;59;18.98;0.0;3.55e-07;2.0299999999999996e-08
27;59;19.24;0.0;3.41e-07;2.41e-08
27;59;19.75;0.0;3.16e-07;2.49e-08
27;59;20.22;0.0;2.87e-07;2.2000000000000002e-08
27;59;20.7;0.0;2.5399999999999997e-07;1.89e-08
27;59;21.23;0.0;2.19e-07;1.49e-08
27;59;21.72;0.0;1.91e-07;1.29e-08
27;59;22.21;0.0;1.7e-07;1.18e-08
27;59;22.71;0.0;1.5199999999999998e-07;1E-08
27;59;23.15;0.0;1.3900000000000001e-07;9.63e-09
27;59;23.66;0.0;1.26e-07;9.09e-09
27;59;24.17;0.0;1.14e-07;7.609999999999998e-09
27;59;24.62;0.0;1.05e-07;6.34e-09
27;59;25.14;0.0;9.44e-08;6.07e-09
27;59;25.61;0.0;8.58e-08;5.689999999999999e-09
27;59;26.08;0.0;7.91e-08;5.06e-09
27;59;26.61;0.0;7.24e-08;4.34e-09
27;59;27.09;0.0;6.719999999999999e-08;3.71e-09
28;60;11.51;0.0;3.34e-08;1.31e-09
28;60;12.0;0.0;7.93e-08;2.8300000000000004e-09
28;60;12.49;0.0;8.890000000000001e-08;4.0600000000000005e-09
28;60;13.0;0.0;9.6e-08;4.3700000000000004e-09
28;60;13.51;0.0;1.0099999999999999e-07;4.74e-09
28;60;14.0;0.0;1.33e-07;5.989999999999999e-09
28;60;14.49;0.0;1.67e-07;7.58e-09
28;60;15.03;0.0;2.01e-07;9.08e-09
28;60;15.5;0.0;2.67e-07;1.22e-08
28;60;16.02;0.0;3.25e-07;1.4499999999999999e-08
28;60;16.5;0.0;3.93e-07;1.74e-08
28;60;16.94;0.0;3.94e-07;1.76e-08
28;60;17.5;0.0;3.44e-07;1.56e-08
28;60;18.02;0.0;3.24e-07;1.47e-08
28;60;18.51;0.0;3.2799999999999997e-07;1.48e-08
28;60;19.01;0.0;2.63e-07;1.1899999999999999e-08
28;60;19.48;0.0;2.3399999999999998e-07;1.07e-08
28;60;20.0;0.0;1.99e-07;8.88e-09
28;58;12.49;0.0;3.4500000000000005e-08;1.18e-09
28;58;13.0;0.0;4.1399999999999994e-08;1.7300000000000002e-09
28;58;13.51;0.0;4.4800000000000004e-08;2.02e-09
28;58;14.0;0.0;5.31e-08;2.39e-09
28;58;14.49;0.0;6.78e-08;3.0599999999999998e-09
28;58;15.03;0.0;6.15e-08;2.98e-09
28;58;15.5;0.0;7.690000000000001e-08;3.7200000000000004e-09
28;58;16.02;0.0;9.86e-08;4.4799999999999994e-09
28;58;16.5;0.0;1.23e-07;5.5000000000000004e-09
28;58;16.94;0.0;1.34e-07;6.08e-09
28;58;17.5;0.0;1.2699999999999999e-07;5.91e-09
28;58;18.02;0.0;1.0900000000000001e-07;5.1200000000000005e-09
28;58;18.51;0.0;1.14e-07;5.13e-09
28;58;19.01;0.0;1.1800000000000001e-07;5.35e-09
28;58;19.48;0.0;9.939999999999999e-08;4.66e-09
28;58;20.0;0.0;8.6e-08;4.020000000000001e-09
28;58;20.99;0.0;7.59e-08;3.4899999999999997e-09
28;58;22.01;0.0;6.84e-08;3.12e-09
28;58;12.5;0.0;2.7799999999999997e-08;0.0
28;58;12.7;0.0;4.0999999999999997e-08;0.0
28;58;13.0;0.0;6E-08;0.0
28;58;13.2;0.0;7.23e-08;0.0
28;58;13.4;0.0;9.06e-08;0.0
28;58;13.7;0.0;1.08e-07;0.0
28;58;14.0;0.0;8.67e-08;0.0
28;58;14.4;0.0;1.2e-07;0.0
28;58;14.6;0.0;1.43e-07;0.0
28;58;14.8;0.0;1.6399999999999999e-07;0.0
28;58;15.0;0.0;1.68e-07;0.0
28;58;15.4;0.0;1.69e-07;0.0
28;58;15.6;0.0;1.78e-07;0.0
28;58;15.8;0.0;1.98e-07;0.0
28;58;16.0;0.0;2.39e-07;0.0
28;58;16.2;0.0;2.84e-07;0.0
28;58;16.5;0.0;3.6799999999999996e-07;0.0
28;58;16.8;0.0;4.0799999999999995e-07;0.0
28;58;17.0;0.0;3.7200000000000005e-07;0.0
28;58;17.2;0.0;3.43e-07;0.0
28;58;17.4;0.0;3.29e-07;0.0
28;58;17.7;0.0;3.43e-07;0.0
28;58;18.0;0.0;4.34e-07;0.0
28;58;18.2;0.0;4.53e-07;0.0
28;58;18.6;0.0;4.2e-07;0.0
28;58;18.8;0.0;3.92e-07;0.0
28;58;19.0;0.0;3.83e-07;0.0
28;58;19.2;0.0;3.7e-07;0.0
28;58;19.4;0.0;3.13e-07;0.0
28;58;19.7;0.0;2.91e-07;0.0
28;58;20.0;0.0;3.0399999999999997e-07;0.0
28;58;20.2;0.0;3.01e-07;0.0
28;58;20.5;0.0;2.88e-07;0.0
28;58;20.8;0.0;2.9199999999999997e-07;0.0
28;58;21.1;0.0;2.88e-07;0.0
28;58;21.3;0.0;2.57e-07;0.0
28;58;21.5;0.0;2.4199999999999997e-07;0.0
28;58;21.7;0.0;2.4399999999999996e-07;0.0
28;58;22.0;0.0;2.4399999999999996e-07;0.0
28;58;22.2;0.0;2.3399999999999998e-07;0.0
28;58;22.5;0.0;1.85e-07;0.0
28;58;22.8;0.0;2.1300000000000001e-07;0.0
28;58;23.0;0.0;2.45e-07;0.0
28;58;23.2;0.0;2.77e-07;0.0
28;58;23.4;0.0;2.7800000000000003e-07;0.0
28;58;23.7;0.0;2.56e-07;0.0
28;58;24.0;0.0;2.1e-07;0.0
28;58;24.2;0.0;2.0399999999999997e-07;0.0
28;58;24.4;0.0;2.1300000000000001e-07;0.0
28;58;24.8;0.0;2.17e-07;0.0
28;58;25.0;0.0;2.26e-07;0.0
28;58;25.2;0.0;2.3100000000000002e-07;0.0
28;58;25.4;0.0;2.05e-07;0.0
28;58;25.6;0.0;1.69e-07;0.0
28;58;26.0;0.0;1.4e-07;0.0
28;58;26.2;0.0;1.4599999999999998e-07;0.0
28;58;26.4;0.0;1.58e-07;0.0
28;58;26.7;0.0;1.3e-07;0.0
28;64;9.74;0.0;3.96e-08;1.4199999999999999e-09
28;64;10.01;0.0;6.89e-08;2.39e-09
28;64;10.25;0.0;6.97e-08;3.15e-09
28;64;10.49;0.0;9.95e-08;4.43e-09
28;64;10.76;0.0;8.36e-08;3.74e-09
28;64;11.01;0.0;7.12e-08;3.3899999999999997e-09
28;64;11.26;0.0;8.060000000000001e-08;3.88e-09
28;64;11.51;0.0;9.23e-08;4.7e-09
28;64;12.0;0.0;9.429999999999999e-08;4.3e-09
28;64;12.49;0.0;1.1699999999999999e-07;5.7799999999999995e-09
28;64;13.0;0.0;1.58e-07;7.48e-09
28;64;13.51;0.0;1.85e-07;8.56e-09
28;64;14.0;0.0;2.24e-07;1.02e-08
28;64;14.49;0.0;2.77e-07;1.27e-08
28;64;15.03;0.0;3.37e-07;1.52e-08
28;64;15.5;0.0;3.7799999999999997e-07;1.71e-08
28;64;16.02;0.0;4.47e-07;2E-08
28;61;8.5;0.0;3.11e-08;1.87e-09
28;61;8.75;0.0;4.4900000000000005e-08;2.2899999999999997e-09
28;61;9.0;0.0;4.75e-08;2.7300000000000003e-09
28;61;9.25;0.0;4.59e-08;2.67e-09
28;61;9.51;0.0;4.18e-08;2.59e-09
28;61;9.74;0.0;5.32e-08;3.1e-09
28;61;10.01;0.0;5.1299999999999996e-08;3.18e-09
28;61;10.25;0.0;5.2699999999999995e-08;3.3100000000000004e-09
28;61;10.49;0.0;5.5800000000000003e-08;2.99e-09
28;61;10.76;0.0;5.28e-08;2.49e-09
28;61;11.01;0.0;6.01e-08;3.27e-09
28;61;11.26;0.0;5.0599999999999996e-08;2.7300000000000003e-09
28;61;11.51;0.0;5.7199999999999996e-08;2.9e-09
28;61;12.0;0.0;6.96e-08;3.2299999999999994e-09
28;61;12.49;0.0;9.13e-08;4.3e-09
28;61;13.0;0.0;1.1599999999999999e-07;5.560000000000001e-09
28;61;13.51;0.0;1.2699999999999999e-07;5.820000000000001e-09
28;61;14.0;0.0;1.5199999999999998e-07;6.9e-09
28;61;14.49;0.0;1.94e-07;8.71e-09
28;61;15.03;0.0;2.4e-07;1.08e-08
28;61;15.5;0.0;2.9e-07;1.32e-08
28;61;16.02;0.0;3.48e-07;1.57e-08
28;61;16.5;0.0;3.74e-07;1.67e-08
28;61;16.94;0.0;4.01e-07;1.79e-08
28;61;17.5;0.0;4.11e-07;1.85e-08
28;61;18.02;0.0;3.97e-07;1.82e-08
28;61;18.51;0.0;3.47e-07;1.6399999999999998e-08
28;61;19.01;0.0;3.0399999999999997e-07;1.4299999999999999e-08
29;65;10.26;0.0;5.75e-08;1.69e-08
29;65;10.56;0.0;8.789999999999999e-08;2.0499999999999998e-08
29;65;10.87;0.0;5.59e-08;2.3100000000000002e-08
29;65;11.18;0.0;9E-08;3.34e-08
29;65;11.49;0.0;1.14e-07;3.55e-08
29;65;11.79;0.0;1.62e-07;3.24e-08
29;65;12.1;0.0;1.48e-07;3.15e-08
29;65;12.41;0.0;1.36e-07;2.73e-08
29;65;12.71;0.0;1.6100000000000003e-07;3.07e-08
29;65;13.02;0.0;1.94e-07;3.46e-08
29;65;13.33;0.0;2.0600000000000002e-07;3.58e-08
29;65;13.64;0.0;2.25e-07;3.69e-08
29;65;13.94;0.0;2.45e-07;3.98e-08
29;65;14.25;0.0;2.7600000000000004e-07;4.38e-08
29;65;14.56;0.0;2.9699999999999997e-07;4.53e-08
29;65;14.87;0.0;3.37e-07;5.1299999999999996e-08
29;65;15.17;0.0;3.65e-07;5.6e-08
29;65;15.48;0.0;3.7799999999999997e-07;5.7699999999999994e-08
29;65;15.79;0.0;3.83e-07;5.55e-08
29;65;16.1;0.0;3.88e-07;5.71e-08
29;65;16.25;0.0;3.92e-07;5.76e-08
29;65;16.4;0.0;3.98e-07;5.8200000000000005e-08
29;65;16.56;0.0;3.9e-07;5.6600000000000004e-08
29;65;16.71;0.0;4.02e-07;5.81e-08
29;65;16.86;0.0;3.88e-07;5.6600000000000004e-08
29;65;17.02;0.0;3.92e-07;5.71e-08
29;65;17.17;0.0;3.7700000000000005e-07;5.5599999999999995e-08
29;65;17.32;0.0;3.7700000000000005e-07;5.5599999999999995e-08
29;65;17.48;0.0;3.4899999999999996e-07;5.11e-08
29;65;17.63;0.0;3.2799999999999997e-07;4.87e-08
29;65;17.79;0.0;3.34e-07;5.019999999999999e-08
29;65;17.94;0.0;3.43e-07;5.08e-08
29;65;18.09;0.0;3.16e-07;4.75e-08
29;65;18.25;0.0;3.02e-07;4.56e-08
29;65;18.4;0.0;2.89e-07;4.38e-08
29;65;18.55;0.0;3.2100000000000003e-07;4.6799999999999996e-08
29;65;18.71;0.0;3.06e-07;4.36e-08
29;65;18.86;0.0;2.9199999999999997e-07;4.0899999999999996e-08
29;65;19.01;0.0;2.66e-07;3.6499999999999996e-08
29;65;19.17;0.0;2.6e-07;3.44e-08
29;65;19.32;0.0;2.69e-07;3.3700000000000004e-08
29;65;19.48;0.0;2.68e-07;3.25e-08
29;65;19.63;0.0;2.57e-07;3.14e-08
29;65;19.78;0.0;2.58e-07;3.03e-08
29;65;19.94;0.0;2.48e-07;2.7799999999999997e-08
29;65;20.09;0.0;2.28e-07;2.6800000000000002e-08
29;65;20.24;0.0;2.17e-07;2.44e-08
29;65;20.4;0.0;2.1100000000000002e-07;2.3399999999999998e-08
29;65;20.55;0.0;2.0399999999999997e-07;2.2400000000000002e-08
29;65;20.7;0.0;2E-07;2.2200000000000004e-08
29;65;20.86;0.0;1.8800000000000002e-07;2.08e-08
29;65;21.01;0.0;1.8899999999999999e-07;2.3100000000000002e-08
29;65;21.17;0.0;1.7899999999999997e-07;2.0099999999999998e-08
29;65;21.32;0.0;1.8e-07;2.44e-08
29;65;21.47;0.0;1.83e-07;2.02e-08
29;65;21.63;0.0;1.72e-07;2.21e-08
29;65;21.78;0.0;1.72e-07;1.99e-08
29;65;21.93;0.0;1.55e-07;2.06e-08
29;65;22.09;0.0;1.49e-07;1.73e-08
29;65;22.24;0.0;1.42e-07;1.95e-08
29;65;22.39;0.0;1.4599999999999998e-07;1.7e-08
29;65;22.55;0.0;1.41e-07;1.96e-08
29;65;22.7;0.0;1.4e-07;1.6399999999999998e-08
29;65;22.86;0.0;1.3e-07;1.82e-08
29;65;23.01;0.0;1.3e-07;1.58e-08
29;65;23.16;0.0;1.2699999999999999e-07;1.8e-08
29;65;23.47;0.0;1.12e-07;1.55e-08
29;65;23.78;0.0;8.789999999999999e-08;1.46e-08
29;65;24.08;0.0;8.39e-08;1.48e-08
29;65;24.39;0.0;8.109999999999999e-08;1.67e-08
29;65;24.7;0.0;6.71e-08;1.58e-08
29;65;25.31;0.0;6.37e-08;1.6799999999999998e-08
29;65;25.93;0.0;5.32e-08;1.37e-08
29;65;26.54;0.0;6.929999999999999e-08;1.57e-08
29;65;27.16;0.0;5.84e-08;1.3400000000000001e-08
29;63;10.87;0.0;4.3899999999999996e-08;9.58e-09
29;63;11.18;0.0;4.1900000000000005e-08;8.53e-09
29;63;11.49;0.0;5.4400000000000004e-08;9.81e-09
29;63;11.64;0.0;2.2400000000000002e-08;1.49e-08
29;63;11.79;0.0;1.12e-07;1.91e-08
29;63;11.95;0.0;8.86e-08;1.74e-08
29;63;12.1;0.0;1.28e-07;2.2200000000000004e-08
29;63;12.25;0.0;9.910000000000001e-08;1.91e-08
29;63;12.41;0.0;1.1900000000000001e-07;1.82e-08
29;63;12.71;0.0;1.31e-07;2.0499999999999998e-08
29;63;13.02;0.0;1.5e-07;2.2000000000000002e-08
29;63;13.33;0.0;1.48e-07;2.21e-08
29;63;13.64;0.0;1.8100000000000002e-07;2.67e-08
29;63;13.94;0.0;2.0199999999999998e-07;2.92e-08
29;63;14.25;0.0;2.24e-07;3.23e-08
29;63;14.56;0.0;2.59e-07;3.69e-08
29;63;14.87;0.0;2.7100000000000003e-07;3.85e-08
29;63;15.17;0.0;2.9699999999999997e-07;4.23e-08
29;63;15.48;0.0;3.2799999999999997e-07;4.6500000000000006e-08
29;63;15.79;0.0;3.5799999999999995e-07;5.0499999999999996e-08
29;63;16.1;0.0;3.74e-07;5.39e-08
29;63;16.4;0.0;3.6799999999999996e-07;5.24e-08
29;63;16.71;0.0;3.5700000000000003e-07;5.09e-08
29;63;17.02;0.0;3.39e-07;4.79e-08
29;63;17.32;0.0;3.03e-07;4.3099999999999996e-08
29;63;17.63;0.0;2.82e-07;4.0300000000000004e-08
29;63;17.94;0.0;2.93e-07;4.16e-08
29;63;18.25;0.0;2.45e-07;3.52e-08
29;63;18.55;0.0;2.65e-07;3.79e-08
29;63;18.86;0.0;2.41e-07;3.5e-08
29;63;19.17;0.0;2.47e-07;3.53e-08
29;63;19.48;0.0;1.96e-07;3.03e-08
29;63;19.78;0.0;2.12e-07;3.07e-08
29;63;20.09;0.0;2.01e-07;3.24e-08
29;63;20.4;0.0;1.85e-07;2.76e-08
29;63;20.7;0.0;1.8100000000000002e-07;2.7200000000000002e-08
29;63;21.01;0.0;1.8800000000000002e-07;2.56e-08
29;63;21.32;0.0;1.6e-07;2.48e-08
29;63;21.63;0.0;1.74e-07;2.37e-08
29;63;21.93;0.0;1.54e-07;2.37e-08
29;63;22.24;0.0;1.73e-07;2.2599999999999997e-08
29;63;22.55;0.0;1.65e-07;2.46e-08
29;63;22.86;0.0;1.73e-07;2.2000000000000002e-08
29;63;23.16;0.0;1.45e-07;1.95e-08
29;63;23.47;0.0;1.47e-07;1.88e-08
29;63;23.78;0.0;1.23e-07;1.71e-08
29;63;24.08;0.0;1.26e-07;1.66e-08
29;63;24.39;0.0;1.05e-07;1.53e-08
29;63;24.7;0.0;1.0199999999999999e-07;1.33e-08
29;63;25.01;0.0;1.0300000000000001e-07;1.6e-08
29;63;25.31;0.0;9.42e-08;1.58e-08
29;63;25.62;0.0;8.84e-08;1.66e-08
29;63;25.93;0.0;8.76e-08;1.37e-08
29;63;26.24;0.0;6.64e-08;1.52e-08
29;63;26.54;0.0;6.54e-08;1.54e-08
30;65;12.0;0.0;7.019999999999999e-08;0.0
30;65;12.05;0.0;7.13e-08;0.0
30;65;12.1;0.0;7.24e-08;0.0
30;65;12.15;0.0;7.35e-08;0.0
30;65;12.2;0.0;7.47e-08;0.0
30;65;12.25;0.0;7.58e-08;0.0
30;65;12.3;0.0;7.690000000000001e-08;0.0
30;65;12.35;0.0;7.87e-08;0.0
30;65;12.4;0.0;7.969999999999999e-08;0.0
30;65;12.45;0.0;8.08e-08;0.0
30;65;12.5;0.0;8.26e-08;0.0
30;65;12.55;0.0;8.36e-08;0.0
30;65;12.6;0.0;8.54e-08;0.0
30;65;12.65;0.0;8.64e-08;0.0
30;65;12.7;0.0;8.81e-08;0.0
30;65;12.75;0.0;8.980000000000001e-08;0.0
30;65;12.8;0.0;9.15e-08;0.0
30;65;12.85;0.0;9.25e-08;0.0
30;65;12.9;0.0;9.41e-08;0.0
30;65;12.95;0.0;9.64e-08;0.0
30;65;13.0;0.0;9.810000000000001e-08;0.0
30;65;13.05;0.0;9.970000000000001e-08;0.0
30;65;13.1;0.0;1.0199999999999999e-07;0.0
30;65;13.15;0.0;1.04e-07;0.0
30;65;13.2;0.0;1.06e-07;0.0
30;65;13.25;0.0;1.0699999999999999e-07;0.0
30;65;13.3;0.0;1.1e-07;0.0
30;65;13.35;0.0;1.12e-07;0.0
30;65;13.4;0.0;1.14e-07;0.0
30;65;13.45;0.0;1.1599999999999999e-07;0.0
30;65;13.5;0.0;1.1900000000000001e-07;0.0
30;65;13.55;0.0;1.2099999999999998e-07;0.0
30;65;13.6;0.0;1.24e-07;0.0
30;65;13.65;0.0;1.26e-07;0.0
30;65;13.7;0.0;1.29e-07;0.0
30;65;13.75;0.0;1.32e-07;0.0
30;65;13.8;0.0;1.35e-07;0.0
30;65;13.85;0.0;1.3800000000000002e-07;0.0
30;65;13.9;0.0;1.4e-07;0.0
30;65;13.95;0.0;1.44e-07;0.0
30;65;14.0;0.0;1.47e-07;0.0
30;65;14.05;0.0;1.5e-07;0.0
30;65;14.1;0.0;1.54e-07;0.0
30;65;14.15;0.0;1.57e-07;0.0
30;65;14.2;0.0;1.6100000000000003e-07;0.0
30;65;14.25;0.0;1.6399999999999999e-07;0.0
30;65;14.3;0.0;1.68e-07;0.0
30;65;14.35;0.0;1.72e-07;0.0
30;65;14.4;0.0;1.7600000000000001e-07;0.0
30;65;14.45;0.0;1.8100000000000002e-07;0.0
30;65;14.5;0.0;1.85e-07;0.0
30;65;14.55;0.0;1.9e-07;0.0
30;65;14.6;0.0;1.94e-07;0.0
30;65;14.65;0.0;1.98e-07;0.0
30;65;14.7;0.0;2.0399999999999997e-07;0.0
30;65;14.75;0.0;2.08e-07;0.0
30;65;14.8;0.0;2.1300000000000001e-07;0.0
30;65;14.85;0.0;2.1800000000000002e-07;0.0
30;65;14.9;0.0;2.24e-07;0.0
30;65;14.95;0.0;2.2899999999999997e-07;0.0
30;65;15.0;0.0;2.35e-07;0.0
30;65;15.05;0.0;2.4e-07;0.0
30;65;15.1;0.0;2.46e-07;0.0
30;65;15.15;0.0;2.51e-07;0.0
30;65;15.2;0.0;2.57e-07;0.0
30;65;15.25;0.0;2.63e-07;0.0
30;65;15.3;0.0;2.69e-07;0.0
30;65;15.35;0.0;2.75e-07;0.0
30;65;15.4;0.0;2.8e-07;0.0
30;65;15.45;0.0;2.86e-07;0.0
30;65;15.5;0.0;2.9199999999999997e-07;0.0
30;65;15.55;0.0;2.9699999999999997e-07;0.0
